Episode,AvgSteps,AvgCumulativeReward,AvgXDistance
29900,307.20,22.66,27.45
29950,277.10,19.57,24.98
30000,284.70,20.47,25.59
30050,296.64,21.23,26.60
30100,280.54,19.85,25.48
30150,277.30,20.14,25.14
30200,287.16,20.41,25.97
30250,258.56,17.99,23.45
30300,274.44,19.48,24.85
30350,287.68,20.97,25.96
30400,274.00,19.12,24.72
30450,286.66,20.03,25.95
30500,278.30,19.08,24.93
30550,285.04,20.16,25.79
30600,278.18,18.47,25.03
30650,289.12,19.99,26.05
30700,277.32,19.20,24.88
30750,275.66,19.43,25.00
30800,282.28,20.07,25.61
30850,286.20,19.84,25.87
30900,280.08,19.26,25.35
30950,283.82,20.38,25.72
31000,277.90,19.34,25.18
31050,277.44,19.00,24.85
31100,280.86,19.52,25.30
31150,278.98,19.36,25.29
31200,280.92,19.83,25.52
31250,279.24,20.14,25.20
31300,291.00,20.59,26.13
31350,285.96,20.44,25.81
31400,290.00,20.51,26.12
31450,290.42,20.50,26.26
31500,276.62,19.54,25.14
31550,272.66,19.10,24.84
31600,278.34,19.63,25.05
31650,277.00,19.29,25.12
31700,291.30,21.00,26.42
31750,291.24,20.48,26.23
31800,273.42,19.24,24.67
31850,298.04,21.73,27.08
31900,290.08,20.64,26.37
31950,282.60,19.82,25.73
32000,284.12,19.96,25.88
32050,266.48,18.64,24.29
32100,278.32,19.52,25.28
32150,293.88,21.27,26.56
32200,279.52,19.89,25.41
32250,265.40,18.16,24.14
32300,264.64,18.46,24.14
32350,272.88,19.62,24.76
32400,295.40,20.69,26.65
32450,274.14,19.81,24.98
32500,286.54,21.50,25.89
32550,283.66,20.12,25.79
32600,279.18,19.68,25.36
32650,288.02,20.61,25.99
32700,282.14,19.62,25.68
32750,281.66,20.01,25.56
32800,281.48,19.81,25.45
32850,295.90,21.36,26.85
32900,285.30,20.31,25.95
32950,285.68,20.10,25.84
33000,269.76,18.67,24.51
33050,284.30,20.02,25.77
33100,296.92,21.16,26.81
33150,286.00,20.24,25.74
33200,282.00,19.61,25.63
33250,282.00,20.57,25.54
33300,278.18,19.74,25.27
