Episode,AvgSteps,AvgCumulativeReward,AvgXDistance
10,317.60,23.62,32.24
20,299.90,21.85,30.50
30,304.80,21.86,30.88
40,361.80,27.79,36.50
50,340.50,25.90,34.41
60,332.60,25.18,33.67
70,340.50,25.90,34.32
80,299.50,21.65,30.44
90,312.90,22.80,31.71
100,302.60,21.85,30.63
110,307.90,22.58,31.19
120,296.70,21.14,30.15
130,341.50,25.90,34.36
140,331.50,24.96,33.36
150,288.80,20.41,29.50
160,321.80,24.03,32.57
170,333.70,25.18,33.82
180,319.30,23.52,32.31
190,300.70,22.36,30.70
200,297.70,21.14,30.21
210,311.50,22.80,31.71
220,315.90,23.51,32.10
230,284.40,21.08,28.81
240,286.80,20.20,29.24
250,301.90,21.86,30.68
260,297.80,21.64,30.30
270,271.90,19.64,27.79
280,305.20,22.06,30.90
290,309.50,22.58,31.35
300,285.60,20.19,29.09
310,334.70,25.18,33.82
320,293.70,20.92,29.83
330,312.60,22.80,31.69
340,333.80,25.18,33.75
350,319.90,23.52,32.38
360,306.80,22.58,31.17
370,304.80,22.07,31.00
380,334.10,25.68,33.88
390,314.20,23.30,31.81
400,290.10,20.92,29.61
410,307.10,22.08,31.15
420,312.70,22.79,31.61
430,289.90,20.42,29.60
440,302.50,22.36,30.76
450,328.30,24.96,33.25
460,286.30,20.19,29.08
470,279.80,19.47,28.57
480,309.60,22.79,31.49
490,302.10,21.86,30.74
500,320.20,24.03,32.51
510,284.60,20.49,29.02
520,301.80,22.96,30.65
530,332.90,25.18,33.74
540,315.90,23.81,32.08
550,280.70,20.58,28.71
560,304.10,22.36,30.87
570,306.50,22.08,31.22
580,332.60,25.18,33.78
590,303.80,21.87,30.91
600,343.50,26.62,34.76
610,333.60,25.18,33.82
620,292.80,20.93,29.87
630,295.80,22.24,30.24
640,339.10,25.90,34.30
650,318.60,23.53,32.37
660,311.80,22.80,31.69
670,296.90,21.64,30.25
680,301.80,21.86,30.79
690,251.80,18.27,25.90
700,365.00,29.00,36.80
710,333.20,24.68,33.79
720,339.50,25.90,34.35
730,340.30,25.90,34.38
740,334.80,25.68,33.88
750,340.00,25.90,34.38
760,329.80,24.96,33.35
770,340.20,25.90,34.37
780,319.90,24.02,32.32
790,305.20,22.07,31.10
800,325.00,24.74,32.87
810,335.20,25.19,33.92
820,286.10,20.20,29.22
830,305.50,22.57,31.06
840,335.30,25.19,33.93
850,303.20,22.37,30.93
860,311.00,23.09,31.54
870,333.90,25.18,33.79
880,301.90,21.86,30.68
890,300.50,21.86,30.62
900,269.50,19.13,27.57
910,288.10,21.30,29.32
920,313.80,23.30,31.77
930,353.20,27.56,35.77
940,359.90,27.78,36.37
950,332.90,25.18,33.67
960,290.00,20.42,29.62
970,311.30,22.80,31.66
980,313.50,23.31,31.91
990,325.40,24.75,32.95
1000,292.90,20.93,29.87
1010,346.70,26.63,35.01
1020,355.10,27.56,35.76
1030,344.90,26.13,34.90
1040,266.50,18.92,27.26
1050,323.50,24.25,32.91
1060,290.20,20.92,29.63
1070,292.80,21.52,29.81
1080,315.60,23.80,31.88
1090,319.20,24.02,32.37
1100,346.10,27.13,35.01
1110,266.10,18.92,27.27
1120,285.00,20.20,29.13
1130,311.80,22.80,31.66
1140,340.60,25.91,34.47
1150,267.60,18.92,27.31
1160,297.80,21.64,30.33
1170,314.30,24.40,31.83
1180,350.20,27.34,35.37
1190,327.70,24.96,33.26
1200,354.70,27.56,35.80
1210,344.00,26.62,34.82
1220,298.10,21.65,30.37
1230,365.50,28.50,36.89
1240,354.80,27.56,35.78
1250,312.90,23.30,31.80
1260,293.00,22.03,29.86
1270,328.50,24.97,33.39
1280,317.40,23.52,32.31
1290,321.30,24.23,32.62
1300,339.80,25.90,34.35
1310,323.00,24.24,32.82
1320,339.30,25.91,34.40
1330,307.70,22.57,31.13
1340,278.80,19.77,28.45
1350,333.20,25.18,33.78
1360,313.10,23.31,31.92
1370,308.60,23.08,31.37
1380,324.30,24.75,32.94
1390,325.90,24.75,32.98
1400,328.50,24.96,33.31
1410,334.40,25.18,33.82
1420,335.50,25.68,33.90
1430,339.50,25.90,34.31
1440,325.50,24.75,33.05
1450,317.90,23.52,32.20
1460,359.90,27.78,36.35
1470,246.70,17.05,25.36
1480,298.30,22.74,30.24
1490,360.10,28.28,36.32
1500,226.10,15.77,23.37
1510,333.60,25.18,33.82
1520,337.40,25.40,34.20
1530,310.00,22.79,31.60
1540,314.20,23.81,31.97
1550,299.00,21.65,30.40
1560,318.10,24.02,32.28
1570,309.80,23.09,31.52
1580,339.40,25.90,34.34
1590,312.10,22.80,31.74
1600,332.90,25.68,33.77
1610,299.10,22.75,30.41
1620,306.50,22.58,31.31
1630,328.00,24.96,33.30
1640,297.50,21.64,30.32
1650,296.10,21.14,30.15
1660,346.60,26.63,34.98
1670,297.00,21.14,30.27
1680,340.10,25.91,34.41
1690,291.10,22.02,29.74
1700,330.70,25.47,33.48
1710,311.00,22.80,31.70
1720,308.50,22.58,31.33
1730,281.40,20.58,28.69
1740,335.60,25.68,33.88
1750,303.10,22.36,30.70
1760,344.80,26.63,34.91
1770,357.20,28.07,36.05
1780,338.80,25.91,34.42
1790,344.10,26.62,34.81
1800,310.00,23.59,31.53
1810,345.40,26.12,34.90
1820,329.60,24.46,33.38
1830,335.00,25.19,33.91
1840,275.10,19.86,28.14
1850,350.00,26.84,35.38
1860,340.40,26.41,34.44
1870,319.50,24.03,32.42
1880,336.40,25.69,34.01
1890,313.60,22.81,31.88
1900,296.80,21.64,30.21
1910,338.30,25.90,34.21
1920,321.90,24.53,32.63
1930,333.70,25.68,33.80
1940,300.80,21.86,30.66
1950,328.40,24.97,33.40
1960,300.30,21.85,30.57
1970,344.90,26.12,34.89
1980,364.80,29.00,36.88
1990,340.00,25.90,34.37
2000,312.90,23.30,31.74
2010,313.70,23.30,31.87
2020,302.50,22.36,30.72
2030,301.20,21.86,30.72
2040,318.50,24.02,32.34
2050,297.80,21.64,30.21
2060,332.60,24.68,33.77
2070,311.80,23.30,31.79
2080,312.80,23.30,31.79
2090,306.40,22.58,31.20
2100,328.30,24.46,33.27
2110,310.50,23.09,31.54
2120,338.20,25.90,34.25
2130,347.90,26.84,35.20
2140,296.50,21.64,30.24
2150,334.40,25.69,33.94
2160,319.10,23.53,32.44
2170,345.00,26.63,34.90
2180,344.90,26.63,34.90
2190,302.40,22.96,30.75
2200,350.00,27.34,35.36
2210,380.00,30.16,38.28
2220,317.70,23.52,32.22
2230,355.10,27.56,35.83
2240,332.30,25.18,33.74
2250,349.90,26.85,35.43
2260,319.50,23.52,32.38
2270,296.80,21.64,30.25
2280,317.70,24.02,32.30
2290,343.80,26.62,34.80
2300,302.20,22.96,30.80
2310,316.60,23.52,32.19
2320,313.20,23.30,31.82
2330,324.40,24.75,32.95
2340,308.40,22.58,31.36
2350,302.40,22.96,30.78
2360,307.90,22.58,31.30
2370,302.10,22.46,30.80
2380,324.50,23.75,32.94
2390,325.00,24.25,32.98
2400,355.50,27.57,35.96
2410,314.70,23.01,32.04
2420,350.30,27.35,35.43
2430,350.00,26.84,35.37
2440,332.20,24.97,33.63
2450,334.40,26.19,33.91
2460,323.50,24.24,32.85
2470,289.60,20.41,29.54
2480,356.20,27.57,35.94
2490,307.70,22.58,31.25
2500,329.20,24.96,33.34
2510,248.20,17.25,25.49
2520,341.60,26.41,34.58
2530,337.40,25.90,34.21
2540,350.00,26.84,35.38
2550,339.80,25.90,34.37
2560,350.00,27.35,35.43
2570,318.00,24.02,32.31
2580,343.60,26.62,34.85
2590,333.60,25.18,33.83
2600,323.60,24.24,32.84
2610,324.00,24.75,32.92
2620,300.30,21.86,30.61
2630,329.80,24.97,33.44
2640,330.10,24.47,33.43
2650,350.30,27.34,35.38
2660,325.00,24.75,33.00
2670,333.20,25.18,33.69
2680,324.20,24.75,32.93
2690,329.50,24.96,33.35
2700,340.00,25.90,34.37
2710,337.80,25.69,34.13
2720,347.20,26.84,35.17
2730,319.10,24.02,32.34
2740,297.20,21.64,30.31
2750,306.60,22.58,31.22
2760,344.70,26.63,34.97
2770,356.00,27.57,35.97
2780,306.40,22.58,31.19
2790,317.60,24.02,32.15
2800,375.30,29.94,37.75
2810,339.70,25.90,34.38
2820,352.50,27.35,35.60
2830,272.50,19.65,27.86
2840,335.10,25.18,33.89
2850,300.20,21.85,30.58
2860,286.30,21.31,29.33
2870,330.30,24.97,33.51
2880,370.50,29.22,37.36
2890,341.50,26.41,34.49
2900,328.60,24.47,33.37
2910,327.60,24.46,33.22
2920,345.10,26.62,34.80
2930,323.30,24.24,32.72
2940,316.60,23.51,32.10
2950,338.90,25.91,34.38
2960,348.40,26.84,35.26
2970,335.90,25.69,33.97
2980,320.40,23.53,32.48
2990,333.70,25.19,33.91
3000,271.50,19.64,27.72
3010,312.80,23.30,31.81
3020,246.80,16.55,25.43
3030,349.00,26.85,35.40
3040,325.00,24.24,32.85
3050,350.80,26.85,35.45
3060,295.40,21.14,30.19
3070,328.70,24.97,33.43
3080,334.60,25.18,33.86
3090,313.50,23.31,31.95
3100,349.50,26.85,35.40
3110,335.10,25.19,33.93
3120,308.40,22.59,31.38
3130,326.50,24.75,33.13
3140,347.40,26.63,35.12
3150,312.60,23.30,31.83
3160,250.10,17.76,25.76
3170,350.00,26.35,35.46
3180,305.00,22.37,31.01
3190,345.30,26.63,34.93
3200,317.00,23.52,32.23
3210,302.70,22.37,30.88
3220,355.00,27.07,35.92
3230,323.00,24.75,32.87
3240,320.20,24.53,32.57
3250,344.10,26.62,34.87
3260,355.00,27.57,35.91
3270,251.00,17.26,25.72
3280,318.70,24.02,32.37
3290,313.40,23.30,31.81
3300,319.60,24.03,32.49
3310,281.40,20.58,28.80
3320,296.00,21.64,30.27
3330,324.20,24.25,32.88
3340,314.20,23.31,31.91
3350,334.60,25.18,33.85
3360,319.50,24.53,32.53
3370,275.60,20.36,28.20
3380,311.60,22.80,31.68
3390,350.90,27.35,35.47
3400,264.30,18.92,27.13
3410,355.10,27.07,35.93
3420,354.90,27.07,35.92
3430,345.90,26.63,34.97
3440,344.10,26.62,34.86
3450,330.90,24.97,33.49
3460,312.10,23.30,31.74
3470,251.30,18.37,25.87
3480,328.80,24.96,33.26
3490,324.50,24.75,32.97
3500,280.60,20.58,28.61
3510,311.50,23.30,31.69
3520,323.20,24.24,32.79
3530,345.20,26.13,34.95
3540,333.50,25.68,33.78
3550,343.40,26.13,34.88
3560,349.80,26.84,35.39
3570,306.60,23.09,31.39
3580,311.80,23.30,31.78
3590,339.90,25.91,34.41
3600,344.60,26.12,34.84
3610,318.60,24.03,32.41
3620,361.00,28.79,36.51
3630,322.70,24.24,32.81
3640,344.10,26.63,34.99
3650,333.50,25.18,33.76
3660,342.40,26.12,34.68
3670,302.70,21.86,30.83
3680,345.00,26.13,34.94
3690,340.50,26.41,34.52
3700,314.50,23.31,32.04
3710,333.40,25.69,33.90
3720,312.00,23.30,31.78
3730,330.10,25.47,33.50
3740,328.20,24.97,33.38
3750,325.20,24.76,33.11
3760,318.10,24.02,32.33
3770,298.50,22.15,30.46
3780,301.60,22.37,30.87
3790,344.50,26.63,34.91
3800,301.60,22.36,30.80
3810,334.10,25.69,33.94
3820,330.00,24.97,33.52
3830,335.90,25.69,33.98
3840,313.80,23.80,31.86
3850,318.20,24.03,32.38
3860,335.20,26.19,34.03
3870,334.60,25.69,33.95
3880,329.90,24.96,33.40
3890,214.00,14.82,22.24
3900,301.60,22.36,30.83
3910,329.70,24.96,33.39
3920,316.80,24.02,32.27
3930,350.30,27.35,35.45
3940,344.10,26.62,34.86
3950,334.10,25.69,33.90
3960,303.10,22.37,30.86
3970,336.90,26.19,34.12
3980,354.70,27.56,35.81
3990,329.70,24.97,33.45
4000,264.60,18.91,27.07
4010,325.40,24.75,32.98
4020,334.50,25.69,33.92
4030,346.10,27.13,34.98
4040,334.90,25.69,33.93
4050,329.50,24.97,33.43
4060,308.80,22.59,31.43
4070,334.50,25.69,33.99
4080,328.80,24.97,33.38
4090,360.30,27.79,36.45
4100,332.90,25.18,33.67
4110,343.40,26.12,34.82
4120,313.50,23.30,31.85
4130,313.40,23.31,31.90
4140,319.50,24.03,32.48
4150,335.00,25.19,33.95
4160,353.20,27.56,35.73
4170,330.00,25.47,33.52
4180,314.10,23.31,31.90
4190,308.20,23.09,31.37
4200,339.50,25.91,34.47
4210,354.90,27.56,35.89
4220,329.00,24.97,33.39
4230,328.20,24.96,33.33
4240,308.10,22.59,31.42
4250,363.70,28.50,36.76
4260,313.20,23.81,31.91
4270,341.80,26.41,34.54
4280,353.40,27.56,35.76
4290,324.10,24.24,32.82
4300,307.00,22.58,31.29
4310,336.50,26.19,34.11
4320,323.70,24.24,32.84
4330,316.60,23.81,32.07
4340,349.80,26.85,35.45
4350,335.20,25.69,33.97
4360,355.00,27.07,35.92
4370,344.70,26.63,34.90
4380,335.10,25.19,33.93
4390,330.00,24.97,33.52
4400,349.90,26.84,35.39
4410,297.40,22.24,30.30
4420,359.80,28.28,36.29
4430,340.20,26.41,34.47
4440,319.60,24.53,32.47
4450,346.30,26.63,35.05
4460,329.10,24.96,33.35
4470,270.90,19.64,27.77
4480,339.10,25.91,34.39
4490,354.10,27.06,35.82
4500,313.50,23.31,31.88
4510,287.40,21.30,29.33
4520,355.00,27.07,35.92
4530,325.00,24.75,33.00
4540,319.70,24.03,32.43
4550,327.40,24.96,33.28
4560,335.00,25.69,33.94
4570,330.50,25.47,33.46
4580,330.00,24.97,33.52
4590,342.10,26.41,34.63
4600,355.40,27.56,35.87
4610,339.50,25.90,34.38
4620,318.60,24.03,32.43
4630,290.90,21.52,29.63
4640,333.80,25.68,33.79
4650,350.00,26.84,35.37
4660,359.90,27.78,36.38
4670,343.80,26.62,34.86
4680,329.30,25.47,33.53
4690,318.80,24.02,32.32
4700,311.90,23.30,31.82
4710,343.40,26.12,34.83
4720,350.00,26.84,35.39
4730,319.70,24.53,32.49
4740,345.30,26.63,34.98
4750,343.80,26.62,34.77
4760,339.40,26.41,34.44
4770,325.00,25.25,33.08
4780,329.50,24.97,33.46
4790,340.00,25.91,34.50
4800,355.00,27.07,35.92
4810,338.60,25.40,34.37
4820,333.60,25.68,33.80
4830,313.30,23.81,31.98
4840,330.00,25.47,33.50
4850,311.80,23.30,31.78
4860,360.10,27.78,36.38
4870,339.00,25.91,34.42
4880,350.20,27.35,35.45
4890,333.30,25.68,33.80
4900,355.50,27.56,35.87
4910,314.50,23.31,31.94
4920,340.50,25.90,34.40
4930,329.60,24.97,33.49
4940,340.50,26.41,34.51
4950,324.40,24.75,32.95
4960,334.00,25.68,33.88
4970,360.00,28.29,36.41
4980,333.40,25.68,33.85
4990,350.90,26.85,35.44
5000,329.10,25.47,33.51
5010,335.00,25.69,33.96
5020,335.90,26.19,34.02
5030,335.00,26.19,34.03
5040,335.00,26.19,34.03
5050,345.00,26.62,34.87
5060,308.40,23.09,31.48
5070,311.70,23.30,31.75
5080,318.40,24.02,32.35
5090,296.50,21.64,30.30
5100,344.10,26.13,34.91
5110,342.70,26.12,34.69
5120,338.90,25.90,34.34
5130,315.00,23.81,32.08
5140,313.10,23.81,31.90
5150,272.90,20.15,27.97
5160,333.70,25.18,33.82
5170,318.40,24.02,32.33
5180,351.20,26.85,35.52
5190,325.00,25.25,33.08
5200,303.40,22.87,30.90
5210,343.80,26.62,34.80
5220,318.50,24.03,32.40
5230,333.40,25.69,33.87
5240,323.30,24.75,32.88
5250,324.90,25.25,33.09
5260,329.40,25.47,33.50
5270,324.50,24.25,32.96
5280,313.80,23.81,31.93
5290,320.10,24.53,32.57
5300,338.80,25.90,34.29
5310,334.50,25.69,33.98
5320,313.30,23.31,31.91
5330,345.10,26.13,34.93
5340,334.90,25.69,33.98
