Episode,AvgSteps,AvgCumulativeReward,AvgXDistance
50,361.06,27.96,31.74
100,360.32,28.08,31.77
150,376.00,29.71,32.95
200,379.34,29.32,32.92
250,376.66,29.56,32.86
300,368.00,27.77,31.74
350,381.54,29.14,32.47
400,362.46,27.15,31.13
450,355.68,28.16,31.25
500,372.88,29.21,32.61
550,366.78,28.50,32.15
600,367.12,27.82,31.78
650,382.88,29.59,33.12
700,363.06,28.05,31.60
750,372.60,29.23,32.65
800,373.34,29.59,32.64
850,388.34,30.39,33.67
900,397.32,30.90,34.06
950,371.34,28.37,32.19
1000,360.66,27.92,31.68
1050,367.14,28.82,32.19
1100,355.56,27.19,31.09
1150,374.64,28.50,32.46
1200,370.66,28.25,32.22
1250,365.68,27.93,31.96
1300,375.66,29.00,32.48
1350,367.00,28.16,31.82
1400,371.74,27.96,32.02
1450,357.92,26.90,31.28
1500,396.68,30.68,33.99
1550,373.66,28.54,32.39
1600,393.92,30.82,33.96
1650,371.42,29.27,32.50
1700,379.66,29.56,32.60
1750,404.34,31.47,34.44
1800,377.66,29.15,32.60
1850,367.34,28.60,32.21
1900,392.66,31.11,34.08
1950,365.96,28.35,31.98
2000,360.38,27.27,31.44
2050,361.00,27.71,31.61
2100,375.00,29.16,32.47
2150,387.66,29.91,33.22
2200,369.74,28.12,31.88
2250,364.26,27.92,31.77
2300,373.00,29.45,32.51
2350,384.16,29.87,33.11
2400,350.92,25.87,30.47
2450,370.92,28.43,31.80
2500,385.34,29.35,32.76
2550,366.38,27.76,31.40
2600,358.28,27.39,30.67
2650,352.00,26.21,30.23
2700,338.22,26.20,29.33
2750,349.78,27.51,30.07
2800,346.00,26.44,29.77
2850,350.00,27.24,29.95
2900,354.00,27.30,30.36
2950,349.00,27.15,30.11
3000,348.00,27.70,29.89
3050,348.00,26.95,30.09
3100,346.26,27.24,30.16
3150,333.74,26.43,29.00
3200,348.00,27.50,29.86
3250,343.00,26.49,29.93
3300,342.76,26.13,30.27
3350,346.24,27.38,29.94
3400,352.00,27.94,30.44
3450,347.00,27.47,30.03
3500,350.00,27.44,29.98
3550,349.00,27.35,30.17
3600,350.00,27.54,29.99
3650,349.00,27.59,30.00
3700,350.00,28.05,30.03
3750,351.00,28.13,30.18
3800,349.00,27.69,30.03
3850,349.00,27.69,30.00
3900,350.00,27.86,30.24
3950,347.00,27.74,29.90
4000,343.00,26.59,29.66
4050,350.00,27.43,30.12
4100,350.00,27.95,30.02
4150,343.00,26.79,29.66
4200,350.00,27.95,30.02
4250,344.00,27.10,29.87
4300,350.00,28.03,30.13
4350,346.00,27.24,29.82
4400,350.00,28.15,30.04
4450,349.00,27.69,30.00
4500,354.00,28.46,30.43
4550,342.00,26.75,29.53
4600,351.00,28.13,30.17
4650,350.00,28.05,30.03
4700,341.00,27.15,29.53
4750,341.00,26.73,29.58
4800,349.00,27.71,30.19
4850,345.00,27.41,29.99
4900,350.00,27.95,30.02
4950,348.00,27.87,30.07
5000,349.00,27.87,30.12
5050,350.00,27.84,30.02
5100,340.00,26.46,29.36
5150,343.68,26.79,29.66
5200,351.32,27.82,30.25
5250,354.42,28.39,30.98
5300,358.84,28.15,31.95
5350,355.66,28.12,31.70
5400,353.06,27.96,31.65
5450,361.70,28.50,32.19
5500,343.00,26.79,30.82
5550,350.62,27.63,31.35
5600,352.96,27.68,31.62
5650,368.42,29.99,32.81
5700,363.40,29.22,32.49
5750,355.18,27.98,31.62
5800,345.00,26.59,30.76
5850,359.42,28.17,31.90
5900,358.00,29.02,32.10
5950,353.34,28.20,31.68
6000,358.66,28.74,32.04
6050,354.40,28.61,31.73
6100,350.60,27.21,31.28
6150,368.58,30.07,32.93
6200,345.00,26.35,30.76
6250,359.76,28.83,32.21
6300,354.80,28.05,31.83
6350,365.86,29.54,32.65
6400,357.58,28.84,32.01
6450,372.76,30.44,33.26
6500,371.24,29.25,32.89
6550,369.10,29.59,32.80
6600,353.40,27.76,31.62
6650,353.16,28.03,31.46
6700,330.84,25.43,29.76
6750,366.92,29.64,32.71
6800,353.00,27.54,31.51
6850,347.40,27.36,31.11
6900,349.00,26.68,31.11
6950,335.60,25.60,30.04
7000,336.08,26.08,30.34
7050,357.32,28.54,32.03
7100,364.74,29.06,32.55
7150,360.20,28.26,32.07
7200,338.00,25.91,30.33
7250,351.24,27.59,31.42
7300,367.00,29.06,32.60
7350,341.82,26.77,30.77
7400,362.60,28.67,32.35
7450,350.12,27.15,31.33
7500,352.96,27.49,31.39
7550,357.50,27.35,31.77
7600,341.76,25.93,30.68
7650,360.40,28.02,32.04
7700,383.84,30.33,33.96
7750,370.08,28.88,32.64
7800,367.02,28.74,32.30
7850,362.98,27.86,32.11
7900,344.68,25.29,30.44
7950,319.30,22.82,28.41
8000,303.38,20.67,27.19
8050,325.98,23.39,28.86
8100,304.00,21.41,27.20
8150,320.68,23.00,28.63
8200,315.96,22.06,28.09
8250,311.38,22.06,27.93
8300,315.98,22.49,28.24
8350,314.64,22.48,28.09
8400,316.26,22.49,28.24
8450,309.74,21.67,27.72
8500,311.36,22.10,27.95
