Episode,AvgSteps,AvgCumulativeReward,AvgXDistance
10,139.70,-2.11,7.98
20,148.50,-2.11,8.28
30,145.00,-2.11,8.39
40,139.80,-2.11,8.31
50,152.60,-1.87,8.37
60,136.00,-2.10,8.00
70,140.00,-1.85,8.60
80,196.00,-1.65,10.35
90,133.30,-2.10,8.31
100,131.50,-1.85,8.24
110,133.70,-2.10,8.32
120,148.60,-2.11,8.40
130,144.20,-2.11,8.08
140,153.70,-1.87,8.53
150,154.30,-1.37,8.95
160,132.90,-2.10,8.23
170,130.60,-2.10,8.17
180,150.10,-2.12,8.13
190,146.20,-1.86,8.18
200,151.50,-1.87,8.56
210,131.70,-1.60,8.57
220,136.80,-1.85,8.24
230,139.50,-2.11,8.27
240,148.90,-2.12,8.22
250,154.60,-2.12,8.20
260,152.50,-2.12,8.26
270,159.40,-2.12,8.45
280,146.60,-2.11,8.29
290,165.30,-1.88,9.25
300,146.80,-1.86,8.10
310,158.30,-1.87,9.20
320,137.00,-1.86,7.72
330,152.80,-1.87,8.34
340,148.10,-2.11,8.26
350,164.40,-1.88,8.80
360,175.80,-2.14,8.12
370,188.10,-2.15,8.39
380,179.90,-1.89,8.58
390,173.50,-2.14,8.43
400,168.90,-2.14,8.10
410,160.30,-2.13,8.04
420,172.80,-2.14,8.07
430,165.70,-1.88,8.19
440,199.00,-2.17,8.20
450,174.40,-2.14,8.20
460,160.10,-2.13,7.98
470,166.70,-1.88,8.45
480,185.60,-1.65,8.78
490,164.10,-2.13,8.16
500,161.80,-2.13,8.04
510,158.20,-2.12,8.25
520,183.50,-2.15,8.12
530,181.90,-2.15,8.30
540,181.30,-2.15,8.25
550,203.10,-1.67,8.85
560,172.60,-2.14,8.14
570,165.40,-2.13,8.13
580,188.10,-1.90,8.53
590,164.80,-2.13,8.62
600,163.10,-2.13,8.14
610,197.70,-2.16,8.46
620,167.90,-1.88,8.45
630,187.10,-2.15,8.21
640,177.70,-1.89,8.47
650,172.00,-2.14,7.95
660,219.60,-1.94,8.27
670,209.00,-2.17,8.29
680,214.80,-1.93,8.55
690,209.60,-2.18,8.33
700,238.00,-2.20,8.34
710,215.20,-2.18,8.27
720,200.00,-1.92,8.24
730,202.30,-2.17,8.01
740,218.90,-2.18,8.27
750,203.20,-2.17,8.16
760,204.40,-2.17,8.52
770,222.90,-1.44,8.61
780,223.30,-2.19,8.06
790,204.80,-2.17,8.21
800,194.20,-2.16,8.42
810,213.90,-1.93,8.45
820,217.40,-1.93,8.66
830,204.70,-2.17,8.28
840,204.50,-2.17,7.96
850,208.00,-2.17,8.15
860,179.40,-2.15,8.06
870,204.80,-1.92,8.24
880,211.00,-2.18,8.15
890,229.10,-1.69,8.54
900,241.80,-2.21,8.21
910,223.10,-1.94,8.46
920,259.60,-1.97,8.52
