Episode,AvgSteps,AvgCumulativeReward,AvgXDistance
10,236.80,0.34,17.55
20,247.80,1.60,20.90
30,287.90,2.57,23.59
40,290.90,2.58,24.97
50,378.30,5.03,32.49
60,309.90,3.31,25.91
70,215.30,0.11,16.43
80,313.80,3.31,27.10
90,234.10,1.61,20.25
100,246.20,1.35,20.62
110,356.00,3.53,28.22
120,254.70,2.10,22.11
130,252.30,1.35,21.15
140,258.70,2.09,21.85
150,237.20,1.35,19.56
160,321.80,3.82,28.93
170,251.30,1.85,21.03
180,214.40,0.87,18.16
190,272.60,2.59,23.17
200,306.40,2.81,25.57
210,251.20,1.85,20.75
220,231.80,1.10,18.16
230,338.30,3.54,28.05
240,302.80,2.31,24.35
250,316.60,4.07,28.35
260,132.20,-1.09,10.59
270,322.40,3.81,27.30
280,264.70,1.59,22.23
290,225.50,1.36,19.14
300,280.90,2.32,22.12
310,258.60,1.34,21.21
320,279.10,2.08,23.15
330,249.00,1.60,21.25
340,251.80,1.35,21.67
350,339.40,4.56,30.57
360,250.80,1.85,21.65
370,221.20,0.86,18.45
380,274.50,2.84,23.75
390,303.60,2.81,25.19
400,223.20,0.61,17.62
410,298.90,2.57,24.66
420,373.70,5.03,32.63
430,229.30,0.86,18.48
440,259.60,2.09,22.28
450,326.50,3.30,27.03
460,276.70,1.83,23.07
470,272.90,2.08,22.95
480,269.80,1.84,22.78
490,286.90,2.58,25.50
500,211.60,0.11,16.32
510,286.70,2.32,23.59
520,328.80,3.05,26.95
530,303.70,3.07,25.73
540,296.30,2.82,24.69
550,271.20,1.84,23.12
560,281.70,2.32,22.71
570,256.70,2.59,21.56
580,331.50,4.56,29.68
590,294.20,2.57,24.98
600,213.90,1.12,18.05
610,261.40,1.33,20.25
620,285.30,2.83,23.86
630,272.90,1.84,23.12
640,292.10,2.82,24.73
650,257.30,1.84,20.90
660,359.40,4.29,30.63
670,252.60,1.85,21.04
680,331.50,3.30,27.93
690,308.60,2.56,25.14
700,290.40,2.07,23.39
710,267.40,2.34,23.13
720,356.50,4.79,31.24
730,324.50,3.30,26.73
740,317.00,3.31,27.59
750,211.00,0.36,16.69
760,233.60,1.85,19.11
770,286.50,2.58,24.82
780,281.80,3.83,24.74
790,260.80,1.84,21.01
800,336.20,4.31,30.18
810,210.80,1.12,18.50
820,244.30,1.85,20.98
830,258.80,2.09,21.86
840,281.20,2.33,23.91
850,345.60,4.55,30.26
860,284.20,2.58,25.15
870,244.20,1.60,20.55
880,412.20,5.75,34.11
890,210.20,0.62,17.98
900,202.50,0.38,17.33
910,250.50,1.60,22.03
920,265.30,2.84,22.34
930,281.00,3.09,25.32
940,236.90,1.36,20.72
950,287.80,2.07,23.14
960,284.20,2.83,24.22
970,296.00,2.57,25.48
980,348.00,4.55,30.63
990,330.40,3.55,28.13
1000,326.90,3.30,27.36
1010,284.30,2.83,23.46
1020,313.30,4.32,28.23
1030,206.40,0.88,18.10
1040,228.50,1.11,18.44
1050,324.40,3.81,28.17
1060,264.30,2.34,22.45
1070,256.20,2.10,22.30
1080,211.60,0.62,17.13
1090,206.70,0.62,17.05
1100,365.00,5.04,32.16
1110,356.50,4.79,30.89
1120,234.80,1.36,20.40
1130,313.80,3.57,28.08
1140,241.90,1.10,19.91
1150,228.20,0.35,16.88
1160,347.60,4.30,30.11
1170,312.20,3.32,27.19
1180,312.80,3.57,27.32
1190,228.50,1.61,19.05
1200,333.90,3.55,27.65
1210,338.10,4.05,28.58
1220,248.40,1.85,22.01
1230,283.90,2.58,23.53
1240,312.70,3.82,27.89
1250,274.90,2.59,23.93
1260,295.00,2.82,24.82
1270,286.70,2.58,24.88
1280,317.40,3.82,28.48
1290,284.50,2.83,23.84
1300,220.50,0.87,19.08
1310,215.20,0.87,18.57
1320,294.50,2.57,24.96
1330,236.50,1.61,20.71
1340,223.30,1.11,18.16
1350,361.20,5.29,32.65
1360,259.80,2.09,21.98
1370,296.30,2.82,25.51
1380,260.10,2.10,22.83
1390,286.30,2.83,23.97
1400,265.70,2.09,23.16
1410,273.80,1.83,22.12
1420,286.70,2.33,24.43
1430,295.40,3.32,24.53
1440,310.70,4.07,27.04
1450,291.50,3.08,25.31
1460,323.90,3.31,27.42
1470,318.60,3.05,26.20
1480,278.50,2.08,23.22
1490,221.20,1.62,19.15
1500,316.80,4.32,29.18
1510,172.00,-0.36,13.19
1520,193.50,0.13,16.12
1530,272.20,2.84,24.23
1540,281.00,1.82,22.36
1550,318.20,3.81,27.81
1560,370.30,4.78,31.96
1570,257.80,2.34,21.51
1580,332.50,3.30,27.93
1590,226.10,1.87,20.25
1600,319.40,3.82,28.60
1610,263.60,2.09,21.89
1620,196.90,0.62,15.39
1630,354.50,4.55,32.42
1640,283.70,3.09,25.68
1650,251.30,1.85,21.37
1660,349.30,4.04,29.21
1670,310.50,3.06,26.23
1680,260.20,2.60,22.57
1690,330.80,3.56,28.82
1700,229.60,1.36,20.36
1710,211.60,1.13,18.83
1720,173.40,0.14,15.04
1730,233.00,1.86,20.91
1740,213.60,0.62,18.04
1750,280.70,2.84,25.59
1760,290.00,3.58,26.31
1770,288.00,2.83,24.66
1780,339.00,3.80,29.54
1790,269.70,2.34,23.32
1800,266.10,2.59,23.67
1810,213.40,1.62,18.95
1820,308.30,3.82,26.77
1830,283.00,3.09,25.68
1840,249.70,1.60,22.03
1850,336.80,4.05,29.69
1860,340.30,4.31,30.72
1870,305.40,3.57,26.86
1880,267.10,3.10,23.92
1890,275.30,2.34,23.73
1900,294.20,3.08,26.17
1910,282.20,2.59,25.05
1920,253.60,1.09,20.33
1930,368.50,5.29,34.01
1940,348.90,4.80,31.66
1950,253.90,2.35,22.72
1960,317.40,3.82,28.12
1970,304.90,3.32,26.86
1980,336.80,4.55,29.69
1990,349.50,5.05,31.55
2000,337.50,3.80,28.04
2010,189.60,0.14,16.47
2020,249.40,1.60,20.43
2030,260.90,1.59,21.75
2040,328.60,3.30,27.82
2050,219.30,1.37,19.41
2060,245.40,1.61,21.82
2070,208.80,1.12,18.17
2080,307.70,3.32,26.85
2090,309.70,3.82,27.45
2100,332.60,4.81,30.29
2110,294.20,3.08,25.80
2120,236.80,1.36,20.61
2130,297.00,3.58,27.27
2140,339.50,4.04,28.24
2150,236.40,2.11,20.98
2160,331.60,3.81,29.06
2170,291.80,2.58,25.34
2180,286.90,3.09,26.26
2190,276.80,2.59,24.61
2200,261.20,3.60,23.79
2210,210.60,1.12,18.48
2220,331.80,4.56,30.64
2230,286.90,3.34,26.09
2240,291.90,3.33,25.85
2250,324.10,3.56,28.56
2260,288.10,2.83,25.01
2270,231.50,2.11,20.18
2280,276.50,2.84,24.74
2290,320.50,3.56,27.22
2300,203.60,0.38,17.90
2310,276.70,2.59,24.63
2320,173.90,-0.62,13.05
2330,358.10,5.30,32.51
2340,307.70,3.32,26.77
2350,288.20,2.83,24.71
2360,317.50,4.32,28.76
2370,280.80,3.09,25.35
2380,357.60,4.29,31.44
2390,315.30,3.31,27.03
2400,283.10,3.84,25.73
2410,333.10,4.05,28.59
2420,301.70,2.83,27.24
2430,306.40,3.58,27.90
2440,344.90,4.30,30.17
2450,322.10,3.81,28.71
2460,265.00,1.85,23.61
2470,321.10,4.32,29.59
2480,235.40,1.36,20.60
2490,218.40,1.37,18.76
2500,278.00,2.34,24.18
2510,311.80,3.56,26.82
2520,334.20,4.81,30.43
2530,259.30,3.35,23.01
2540,294.70,2.58,25.88
2550,336.50,4.56,30.84
2560,255.20,2.61,23.56
2570,285.50,2.84,26.06
2580,357.60,5.30,32.71
2590,344.90,4.55,30.13
2600,260.60,1.85,23.21
2610,293.50,2.83,25.81
2620,302.40,3.07,26.12
2630,372.10,5.04,33.44
2640,288.10,2.83,25.06
2650,286.50,2.08,24.03
2660,310.30,3.57,27.15
2670,314.50,3.81,26.46
2680,292.60,3.58,25.96
2690,214.50,1.12,19.03
2700,243.30,1.85,20.41
2710,365.40,5.29,33.57
2720,358.80,5.29,32.16
2730,261.00,2.35,24.00
2740,311.50,3.32,27.05
2750,303.40,3.83,27.32
2760,327.40,4.32,30.03
2770,282.40,3.09,25.15
2780,327.00,4.05,27.58
2790,358.20,5.55,32.61
2800,277.50,2.33,23.58
2810,349.30,4.55,30.70
2820,270.00,2.59,24.26
2830,275.00,2.59,23.91
2840,287.20,2.83,24.89
2850,353.30,4.80,32.13
2860,270.20,2.09,23.57
2870,306.00,3.07,26.63
2880,298.40,3.33,26.71
2890,217.70,1.37,19.59
2900,313.40,3.31,27.11
2910,375.80,5.54,34.08
2920,336.80,4.56,30.78
2930,305.60,2.82,26.46
2940,319.40,5.07,29.36
2950,350.30,4.80,31.12
2960,264.70,2.60,23.47
2970,318.20,3.31,26.16
2980,394.80,6.03,35.64
2990,352.60,5.30,32.71
3000,290.90,3.08,26.55
3010,256.20,2.60,22.76
3020,220.20,1.37,19.10
3030,331.50,4.06,29.97
3040,309.40,3.33,28.46
3050,316.20,3.81,27.30
3060,362.90,4.54,31.78
3070,323.00,4.32,30.17
3080,266.40,2.34,23.47
3090,331.20,4.56,30.23
3100,341.30,5.56,31.07
3110,344.80,4.55,29.61
3120,226.90,1.62,20.43
3130,325.70,3.81,28.10
3140,300.50,3.32,26.16
3150,246.40,2.36,22.39
3160,327.30,4.31,29.20
3170,339.40,4.30,29.27
3180,326.90,4.32,30.43
3190,336.40,3.80,28.56
3200,294.70,2.82,24.93
3210,260.90,3.10,23.18
3220,334.50,4.81,30.28
3230,369.50,6.04,33.27
3240,231.50,1.11,19.57
3250,299.50,3.57,26.29
3260,313.70,4.32,28.45
3270,258.40,2.10,22.99
3280,300.90,2.82,25.54
3290,340.70,4.81,32.01
3300,221.70,1.62,19.60
3310,275.90,2.34,24.46
3320,280.70,4.09,25.67
3330,259.00,2.60,23.47
3340,297.20,3.58,26.65
3350,289.80,3.84,26.58
3360,303.80,3.83,27.75
3370,366.70,6.55,34.40
3380,356.00,4.79,31.48
3390,330.70,4.56,30.15
3400,311.10,3.82,28.12
3410,278.60,2.59,25.15
3420,313.20,3.82,28.61
3430,301.80,3.58,27.03
3440,303.30,3.32,26.59
3450,360.00,5.30,33.46
3460,255.30,2.10,22.45
3470,333.20,4.06,29.33
3480,310.00,4.32,28.18
3490,373.10,5.29,33.39
3500,260.90,1.84,22.58
3510,368.60,5.79,32.88
3520,327.50,3.81,29.63
3530,255.60,2.35,23.29
3540,239.20,2.36,21.90
3550,266.40,3.10,24.51
3560,248.40,2.36,22.53
3570,378.10,5.28,33.89
3580,331.80,4.06,29.50
3590,339.70,4.56,31.79
3600,284.50,3.34,25.84
3610,361.80,5.04,32.57
3620,316.70,3.82,28.67
3630,314.60,4.07,28.28
3640,322.70,3.81,28.65
3650,330.30,4.81,29.88
3660,263.00,2.84,22.63
3670,317.00,4.07,29.27
3680,376.70,5.28,33.52
3690,266.60,2.10,24.16
3700,264.50,2.35,24.32
3710,300.60,3.83,27.58
3720,302.30,3.58,27.62
3730,297.30,3.33,27.28
3740,338.40,4.05,29.96
